"","id_deputado","receita_total_eleicoes","tipo_receita","nome_parlamentar","uf","partido_atual","profissao","total_bens","tipo_bem","total_despesas_eleicoes","id_municipio","votos","anos","mandatos","causa_fimdescr"
"583",74366,546880.59,"RECURSOS DE PESSOAS FÍSICAS","João Campos","GO","PSDB",370,1519308.2,11,546874.53,5200050,195,,1,""
"584",74367,1974124.48,"RECURSOS DE PESSOAS FÍSICAS","Leandro Vilela","GO","PMDB",160,758236.96,13,1973981.98,5200050,68,,1,""
"585",74368,2569012.12,"RECURSOS PRÓPRIOS","Leonardo Vilela","GO","PSDB",196,1543818.08,11,2568996.78,5200050,39,0.65160848733744,4,"Secretário de Estado"
"586",74369,,,"Neyde Aparecida","GO","PT",436,,,,,,,,
"587",74370,,,"Professora Raquel Teixeira","GO","PSDB",397,,,,,,3.66598220396988,2,"Secretário de Estado"
"588",74371,1058490.75,"RECURSOS PRÓPRIOS","Rubens Otoni","GO","PT",176,1900824,12,1058490.75,5200050,67,,1,""
"589",74372,1568397,"RECURSOS DE PESSOAS FÍSICAS","Sandes Júnior","GO","PP",256,1873472.45,11,1568320.93,5200050,336,,1,""
"590",74373,988756.42,"RECURSOS DE PESSOAS FÍSICAS","Biffi","MS","PT",368,1993786.98,12,988733.52,500390,41,,1,""
"591",74374,712125,"RECURSOS DE PESSOAS FÍSICAS","Geraldo Resende","MS","PMDB",196,2621147.98,11,712125,500390,11,,1,""
"592",74375,,,"Murilo Zauith","MS","PFL",436,,,,,,,,
"593",74376,2708612.15,"RECURSOS DE PESSOAS FÍSICAS","Vander Loubet","MS","PT",220,1339904.29,19,2707951.55,500390,128,,1,""
"594",74377,616004.42,"RECURSOS PRÓPRIOS","André Zacharow","PR","PMDB",249,2470725.51,19,615415.88,4100103,102,,1,""
"595",74378,278708.5,"RECURSOS PRÓPRIOS","Assis Do Couto","PR","PT",189,871777.86,14,278708.5,4100202,12,,1,""
"596",74379,535009.6,"RECURSOS PRÓPRIOS","Cezar Silvestri","PR","PPS",398,4482189.25,11,535009.6,4100301,4,0.0027378507871321,1,"Secretário de Estado"
"597",74380,,,"Colombo","PR","PT",436,,,,,,,,
"598",74381,,,"Dra. Clair","PR","PT",436,,,,,,,,
"599",74382,1318773.09,"RECURSOS DE PESSOAS FÍSICAS","Eduardo Sciarra","PR","PSD",398,4761589.28,11,1318773.09,4100301,605,,1,""
"600",74383,959499.16,"RECURSOS DE PESSOAS JURÍDICAS","Giacobo","PR","PR",399,3526088.91,11,959499.16,4100400,10,,1,""
"601",74385,292050,"RECURSOS DE PESSOAS FÍSICAS","Takayama","PR","PSC",37,2314777.2,11,291862.28,4100103,8,,1,""
"602",74386,,,"Adelor Vieira","SC","PMDB",436,,,,,,,,
"603",74387,,,"Ivan Ranzolin","SC","PP",436,,,,,,,,
"604",74388,512261.81,"RECURSOS DE PESSOAS JURÍDICAS","Jorge Boeira","SC","PP",131,2906379.74,11,512243.77,4200606,1,,1,""
"605",74389,,,"Mauro Passos","SC","PT",436,,,,,,,,
"606",74390,,,"Paulo Afonso","SC","PMDB",436,,,,,,,,
"607",74391,,,"Vignatti","SC","PT",74,,,,,,3.99726214921287,1,"Término da Legislatura"
"608",74392,1329804.85,"RECURSOS DE PESSOAS JURÍDICAS","Zonta","SC","PP",231,1159811.74,11,1328326.34,4200051,305,0.440793976728268,1,"Afastamento"
"609",74393,,,"Érico Ribeiro","RS","PP",436,,,,,,,,
"610",74394,,,"Francisco Turra","RS","PP",436,,,,,,,,
"611",74395,2467807.76,"RECURSOS DE PESSOAS JURÍDICAS","José Otávio Germano","RS","PP",199,1526027.54,12,2467674.31,4300034,1,,1,""
"612",74396,,,"Kelly Moraes","RS","PTB",436,,,,,,,,
"613",74397,,,"Luciana Genro","RS","PSOL",275,,,,,,3.66324435318275,2,"Licença Conjunta Consecutiva"
"614",74398,867116.17,"RECURSOS PRÓPRIOS","Maria Do Rosário","RS","PT",150,639319.93,12,861941.32,4300034,6,0.0027378507871321,1,"Ministro de Estado"
"615",74399,1370369.15,"DESCRIÇÃO DAS DOAÇÕES RELATIVAS À COMERCIALIZAÇÃO","Onyx Lorenzoni","RS","DEM",224,2441804.06,11,1370269.95,4300034,64,,1,""
"616",74400,1061169.55,"RECURSOS DE PESSOAS FÍSICAS","Paulo Pimenta","RS","PT",193,1306639.13,11,1061169.55,4300034,525,,1,""
"617",74401,,,"José Ivo Sartori","RS","PMDB",436,,,,,,,,
"618",74402,,,"Enio Tatico","GO","PTB",436,,,,,,,,
"619",74403,,,"Selma Schons","PR","PT",436,,,,,,,,
"620",74404,,,"Alvaro Gaudencio Neto","PB","PFL",436,,,,,,,,
"621",74405,466548.56,"RECURSOS PRÓPRIOS","Armando Abílio","PB","PTB",196,3969684.76,2,461517.27,251640,526,0.528405201916496,2,"Afastamento"
"622",74407,,,"Efraim Morais","PB","PFL",436,,,,,,,,
"623",74408,,,"Enivaldo Ribeiro","PB","PPB",436,,,,,,,,
"624",74412,,,"Jose Luiz Clerot","PB","PMDB",436,,,,,,,,
"625",74414,,,"Wilson Braga","PB","PMDB",199,,,,,,3.99726214921287,1,"Término da Legislatura"
"626",74415,,,"Antonio Geraldo","PE","PFL",436,,,,,,,,
"627",74416,,,"Eduardo Henrique Accioly Campos","PE","PSB",436,,,,,,,,
"628",74417,801217,"RECURSOS DE PESSOAS FÍSICAS","Fernando Ferro","PE","PT",28,533157,12,800826.6,260545,8,,1,""
"629",74419,612552,"RECURSOS DE PESSOAS JURÍDICAS","Gonzaga Patriota","PE","PSB",287,9989856.52,2,612552,260545,34,,1,""
"630",74421,681112,"RECURSOS DE PESSOAS FÍSICAS","Inocêncio Oliveira","PE","PR",196,10102756.44,2,680946.59,260545,2,,1,""
"631",74422,,,"João Colaço","PE","PSB",436,,,,,,,,
"632",74423,1223413.6,"RECURSOS DE PESSOAS JURÍDICAS","José Chaves","PE","PTB",68,8222405.73,21,1223413.6,260545,6,,1,""
"633",74425,,,"José Mendonça Bezerra","PE","DEM",276,,,,,,3.99726214921287,1,"Término da Legislatura"
"634",74426,,,"José Múcio Monteiro","PE","PTB",201,,,,,,3.46338124572211,2,"Ministro de Estado"
"635",74427,,,"Luiz Piauhylino De Mello Monteiro","PE","PSDB",436,,,,,,,,
"636",74428,1783114.4,"RECURSOS DE PESSOAS FÍSICAS","Mendonça Filho","PE","DEM",40,2236505.58,21,1781540.3,260545,25,,1,""
"637",74430,,,"Osvaldo Coelho","PE","PFL",436,,,,,,,,
"638",74431,,,"Pedro Correa","PE","PFL",436,,,,,,,,
"639",74433,,,"Roberto Magalhães","PE","DEM",199,,,,,,3.99726214921287,1,"Término da Legislatura"
"640",74434,,,"Salatiel Sousa Carvalho","PE","PPB",436,,,,,,,,
"641",74435,3605700,"RECURSOS DE PESSOAS JURÍDICAS","Sergio Guerra","PE","PSDB",331,4503258.83,11,3605700,260545,23,,1,""
"642",74436,,,"Severino Cavalcanti","PE","PPB",436,,,,,,,,
"643",74439,869800,"RECURSOS DE PESSOAS JURÍDICAS","Wolney Queiroz","PE","PDT",399,2170573.46,11,865745.53,260545,3,,1,""
"644",74440,,,"Alberico Cordeiro","AL","PTB",436,,,,,,,,
"645",74441,,,"Augusto Farias","AL","PTB",0,,,,,,3.88774811772758,1,"Término da Legislatura"
"646",74442,,,"Sérgio Sebastião De Barros","AC","PDT",436,,,,,,,,
"647",74443,,,"Igor Pugliesi Avelino","TO","PMDB",436,,,,,,,,
"648",74444,,,"Amarildo Martins Da Silva","TO","PPB",436,,,,,,,,
"649",74445,,,"João Castelo","MA","PSDB",436,,,,,,,,
"650",74446,,,"Jose Antonio Almeida","MA","PSB",436,,,,,,,,
"651",74447,397991,"RECURSOS DE PESSOAS JURÍDICAS","Nice Lobão","MA","PSD",410,2880165.78,11,397562.05,2100055,2061,,1,""
"652",74448,,,"Paulo Celso Fonseca Marinho","MA","PSC",436,,,,,,,,
"653",74449,547866,"RECURSOS DE PESSOAS FÍSICAS","Pedro Fernandes","MA","PTB",241,1813104,12,547866,2100055,236,0.172484599589322,1,"Secretário de Estado"
"654",74450,,,"Adolfo Marinho","","PSDB",436,,,,,,,,
"655",74451,,,"Francisco Almeida Lima","CE","PMDB",436,,,,,,,,
"656",74452,,,"Antonio Cambraia","CE","PSDB",436,,,,,,,,
"657",74453,,,"Chiquinho Feitosa","CE","PSDB",436,,,,,,,,
"658",74454,,,"Eunício Oliveira","CE","PMDB",424,,,,,,3.99726214921287,1,"Término da Legislatura"
"659",74455,,,"Leo Alcântara","CE","PR",206,,,,,,3.99726214921287,1,"Término da Legislatura"
"660",74456,657500,"RECURSOS PRÓPRIOS","Manoel Salviano","CE","PSD",402,9142965.57,11,657500,2300101,34,,1,""
"661",74457,,,"Moroni Torgan","CE","PSDB",436,,,,,,,,
"662",74458,,,"Sergio Novais","CE","PSB",436,,,,,,,,
"663",74459,733890.24,"RECURSOS DE PESSOAS JURÍDICAS","Átila Lira","PI","PSB",66,2565338.46,11,733390.07,220095,12,0.0054757015742642,1,"Secretário de Estado"
"664",74460,639671.74,"RECURSOS PRÓPRIOS","Marcelo Castro","PI","PMDB",292,3608776.77,19,639565.14,220095,26,,1,""
"665",74461,,,"Themístocles Sampaio","PI","PMDB",0,,,,,,1.3223819301848,1,"Término da Legislatura"
"666",74462,,,"José Wellington Barroso De Araújo Dias","PI","PT",436,,,,,,,,
"667",74463,,,"Lavoisier Maia","RN","PFL",436,,,,,,,,
"668",74464,,,"Múcio Sá","RN","PTB",436,,,,,,,,
"669",74465,,,"José Avenzoar Arruda Das Neves","PB","PT",436,,,,,,,,
"670",74466,,,"Carlos Marques Dunga","PB","PMDB",436,,,,,,,,
"671",74467,509150,"RECURSOS DE PESSOAS FÍSICAS","Damião Feliciano","PB","PDT",338,1936213.57,12,508873.09,251640,1055,,1,""
"672",74468,,,"José Domiciano Cabral","PB","PMDB",436,,,,,,,,
"673",74469,,,"Inaldo Rocha Leitão","PB","PMDB",436,,,,,,,,
"674",74470,,,"Marcondes Gadelha","PB","PSC",196,,,,,,3.99726214921287,1,"Término da Legislatura"
"675",74471,758200,"RECURSOS DE PESSOAS JURÍDICAS","André De Paula","PE","DEM",62,2113585.82,11,758057.43,260545,14,3.99726214921287,1,"Término da Legislatura"
"676",74472,,,"Armando Monteiro","PE","PTB",319,,,,,,3.99726214921287,1,"Término da Legislatura"
"677",74473,,,"Carlos Batata","PE","PFL",436,,,,,,,,
"678",74474,812000,"RECURSOS DE PESSOAS JURÍDICAS","Carlos Eduardo Cadoca","PE","PCDOB",199,1595807,11,811461.01,260545,6,,1,""
"679",74475,,,"Clementino De Souza Coelho","PE","PSB",436,,,,,,,,
"680",74476,,,"Djalma Souto Maior Paes Júnior","PE","PSB",436,,,,,,,,
"681",74477,,,"Joaquim Francisco","PE","PFL",436,,,,,,,,
"682",74478,,,"Luciano Bivar","PE","PSL",436,,,,,,,,
"683",74479,,,"Marcos Antônio De Barros","PE","PTB",436,,,,,,,,
"684",74480,,,"Francisco Appio","RS","PP",436,,,,,,,,
"685",74481,,,"Wasny De Roure","DF","PT",436,,,,,,,,
"686",74482,,,"Rubinelli","SP","PT",436,,,,,,,,
"687",74483,,,"Milton Cardias","RS","PTB",436,,,,,,,,
"688",74484,,,"Carlos Mota","MG","PSB",436,,,,,,,,
"689",74485,,,"Mariângela Duarte","SP","PT",436,,,,,,,,
"690",74487,,,"Fernando William","RJ","PSB",436,,,,,,,,
"691",74488,,,"José Rajão","DF","PSDB",436,,,,,,,,
"692",74489,,,"Casara","RO","PSDB",436,,,,,,,,
"693",74490,,,"Washington Luiz","MA","PT",413,,,,,,0.903490759753593,1,"Afastamento"
"694",74491,397324.63,"RECURSOS DE PESSOAS FÍSICAS","Nazareno Fonteles","PI","PT",196,1754876.3,11,397150.3,220095,25,,1,""
"695",74492,,,"Simplício Mário","PI","PT",436,,,,,,,,
"696",74493,475331.06,"RECURSOS DE PESSOAS JURÍDICAS","Jurandir Bóia","AL","PSB",436,1129341.16,12,474271.06,2700102,11,,,
"697",74494,,,"Vadinho Baião","MG","PT",436,,,,,,,,
"698",74495,,,"Jorge Gomes","PE","PSB",436,,,,,,,,
"699",74496,,,"Zarattini","SP","PT",436,,,,,,,,
"700",74497,1517792.13,"RECURSOS DE PESSOAS FÍSICAS","Sérgio Caiado","GO","PP",436,2323196.85,12,1517792.13,5200050,8,,,
"701",74517,,,"Benedito De Lira","AL","PP",199,,,,,,3.99726214921287,1,"Término da Legislatura"
"702",74518,,,"Ceci Cunha","",,436,,,,,,,,
"703",74520,,,"José Thomaz Nonô","AL","PFL",436,,,,,,,,
"704",74523,,,"Talvane Albuquerque Neto","",,436,,,,,,,,
"705",74524,,,"Adelson Ribeiro","SE","PSDB",436,,,,,,,,
"706",74527,,,"Cleonâncio Fonseca","SE","PPB",436,,,,,,,,
"707",74528,,,"Jerônimo Reis","SE","DEM",190,,,,,,3.17316906228611,2,"Licença Conjunta Consecutiva"
"708",74529,,,"José Teles","","PSDB",436,,,,,,,,
"709",74530,,,"Marcelo Déda","SE","PT",436,,,,,,,,
"710",74533,370379.71,"RECURSOS DE PESSOAS JURÍDICAS","Sérgio Barradas Carneiro","BA","PT",0,536676,11,370379.71,290170,1,1.44010951403149,2,"Afastamento"
"711",74534,,,"Aroldo Cedraz De Oliveira","BA","PFL",436,,,,,,,,
"712",74535,,,"Benito Gama","BA","PMDB",436,,,,,,,,
"713",74537,786300,"RECURSOS PRÓPRIOS","Claudio Cajado","BA","DEM",199,5557006.16,11,786184.65,290170,914,,1,""
"714",74538,66300,"RECURSOS PRÓPRIOS","Coriolano Sousa Sales","BA","PDT",436,1013586.44,11,66300,291950,5,,,
"715",74540,,,"Eraldo Tinoco","BA","PFL",436,,,,,,,,
"716",74541,,,"Eujácio Simões Viana Filho","BA","PL",436,,,,,,,,
"717",74542,,,"Félix Mendonça","BA","DEM",97,,,,,,3.99726214921287,1,"Término da Legislatura"
"718",74544,,,"Geddel Vieira Lima","BA","PMDB",272,,,,,,0.941820670773443,2,"Ministro de Estado"
"719",74545,,,"Haroldo Borges Rodrigues Lima","BA","PCDOB",436,,,,,,,,
"720",74546,,,"Jairo Azi","BA","PFL",436,,,,,,,,
"721",74547,145333.5,"RECURSOS PRÓPRIOS","Jairo Carneiro","BA","PP",290,4353421.44,11,144712.7,290170,6,0.68993839835729,2,"Afastamento"
"722",74548,,,"Jaques Wagner","BA","PT",436,,,,,,,,
"723",74549,1510076.82,"RECURSOS DE PESSOAS JURÍDICAS","João Almeida","BA","PSDB",269,1346984.89,11,1510076.82,3501608,2,3.99726214921287,1,"Término da Legislatura"
"724",74550,1227229.03,"RECURSOS PRÓPRIOS","João Leão","BA","PP",399,1936016.02,12,1227202.25,290170,42,,2,"Secretário de Prefeitura de Capital"
"725",74552,1454424.9,"RECURSOS DE PESSOAS JURÍDICAS","Jorge Khoury","BA","DEM",201,1845305.56,2,1454204.46,290170,7,3.99726214921287,1,"Término da Legislatura"
"726",74553,,,"José Carlos Aleluia","BA","DEM",253,,,,,,3.99726214921287,1,"Término da Legislatura"
"727",74554,884971.62,"RECURSOS DE PESSOAS JURÍDICAS","José Rocha","BA","PR",196,6798391.87,12,883242.54,290170,3,,1,""
"728",74555,,,"Leur Lomanto","BA","PMDB",436,,,,,,,,
"729",74556,1296504.64,"RECURSOS DE PESSOAS JURÍDICAS","Pedro Eugênio","PE","PT",266,1941411.41,12,1296362.8,260545,5,,1,""
"730",74557,,,"Ricardo Fiuza","PE","PPB",436,,,,,,,,
"731",74558,631302.24,"RECURSOS DE PESSOAS JURÍDICAS","Givaldo Carimbão","AL","PROS",135,1535066.9,2,631302.24,2700102,1124,,1,""
"732",74559,371000,"RECURSOS DE PESSOAS JURÍDICAS","João Caldas","AL","PEN",0,511950,11,458719.28,2700102,92,0.303901437371663,1,"Afastamento"
"733",74560,,,"José Régis Barros Cavalcante","AL","PPS",436,,,,,,,,
"734",74561,,,"Augusto Franco","SE","PSDB",436,,,,,,,,
"735",74562,,,"José Ivan De Carvalho Paixão","SE","PPS",436,,,,,,,,
"736",74563,,,"Jorge Alberto","SE","PMDB",196,,,,,,0.0711841204654346,1,"Término da Legislatura"
"737",74564,,,"Artur Sérgio De Almeida Reis","SE","PMN",436,,,,,,,,
"738",74565,,,"Francistonio Alves Pinto","BA","PMDB",436,,,,,,,,
"739",74566,375469.71,"RECURSOS PRÓPRIOS","Geraldo Simões","BA","PT",3,941622.35,12,375399.06,290330,98,,1,""
"740",74567,192300,"RECURSOS DE PESSOAS JURÍDICAS","Gerson Silva Gabrielli","BA","PFL",436,967945.82,13,192047.36,290170,2,,,
"741",74568,,,"Jonival Lucas Junior","BA","PMDB",436,,,,,,,,
"742",74569,,,"José Ronaldo","",,436,,,,,,,,
"743",74570,2393420,"RECURSOS DE PESSOAS JURÍDICAS","Jutahy Junior","BA","PSDB",199,5490463.6,11,2393213.88,290330,10,,1,""
"744",74571,1116697.88,"RECURSOS DE PARTIDO POLÍTICO","Nelson Pellegrino","BA","PT",199,745883.78,11,1106686.88,290170,19,,2,"Licença Conjunta Consecutiva"
"745",74572,,,"Nilo Coelho","BA","PSDB",436,,,,,,,,
"746",74573,54000,"RECURSOS PRÓPRIOS","Paulo Braga","BA","PFL",436,,,54000,290330,2,,,
"747",74574,392400,"RECURSOS PRÓPRIOS","Paulo Magalhães","BA","PSD",40,15836477.19,11,392400,290170,3,,1,""
"748",74575,,,"Saulo Pedrosa","BA","PSDB",436,,,,,,,,
"749",74576,,,"Francisco Waldir Pires De Souza","BA","PT",436,,,,,,,,
"750",74577,,,"Cabo Júlio","MG","PST",436,,,,,,,,
"751",74578,,,"Cleuber Carneiro","MG","PFL",436,,,,,,,,
"752",74579,,,"Custódio Mattos","MG","PSDB",64,,,,,,0.583162217659138,3,"Secretário de Estado"
"753",74580,574246.65,"RECURSOS DE PESSOAS FÍSICAS","Edmar Moreira","MG","PR",323,2761191.3,11,574246.65,3100401,8,3.99726214921287,1,"Término da Legislatura"
"754",74581,1378626.24,"RECURSOS PRÓPRIOS","Gilmar Machado","MG","PT",229,1503071.84,12,1378626.24,3100104,246,1.91649555099247,1,"Renúncia"
"755",74582,,,"Glycon Terra Pinto Junior","MG","PL",436,,,,,,,,
"756",74583,,,"Hélio Costa","MG","PMDB",436,,,,,,,,
"757",74584,,,"José Militão","MG","PTB",436,,,,,,,,
"758",74585,977385.86,"RECURSOS PRÓPRIOS","Lincoln Portela","MG","PR",127,1196048.54,11,976878.53,3100104,2,,1,""
"759",74586,,,"Maria Do Carmo Lara","MG","PT",270,,,,,,1.91375770020534,1,"Renúncia"
"760",74587,,,"Maria Lúcia Cardoso","MG","PMDB",212,,,,,,3.99726214921287,1,"Término da Legislatura"
"761",74588,,,"Olimpio Pires","MG","PDT",436,,,,,,,,
"762",74589,,,"Pimenta Da Veiga","MG","PSDB",436,,,,,,,,
"763",74590,,,"Rafael Guerra","MG","PSDB",50,,,,,,3.99726214921287,1,"Término da Legislatura"
"764",74591,,,"Romeu Queiroz","MG","PTB",436,,,,,,,,
"765",74592,,,"Ronaldo Vasconcellos Novais","MG","PL",436,,,,,,,,
"766",74593,,,"Virgílio Guimarães","MG","PT",45,,,,,,3.99726214921287,1,"Término da Legislatura"
"767",74632,,,"Luiz Moreira","BA","PFL",436,,,,,,,,
"768",74633,,,"Manoel Figueiredo Castro","BA","PFL",436,,,,,,,,
"769",74634,449243.31,"RECURSOS DE PESSOAS JURÍDICAS","Marcos Medrado","BA","SDD",385,2268377,1,449243.31,290170,1,,2,"Licença Conjunta Consecutiva"
"770",74635,1420515.54,"RECURSOS DE PESSOAS JURÍDICAS","Mário Negromonte","BA","PP",199,2542796.85,11,1419124.71,290170,3,,2,"Ministro de Estado"
"771",74637,,,"Pedro Irujo","BA","PFL",436,,,,,,,,
"772",74638,,,"Prisco Viana","",,436,,,,,,,,
"773",74640,,,"Roland Lavigne Do Nascimento","BA","PFL",436,,,,,,,,
"774",74641,271147.18,"RECURSOS DE PESSOAS FÍSICAS","Severiano Alves","BA","PMDB",341,,,270349.56,290170,5,3.99726214921287,1,"Término da Legislatura"
"775",74644,,,"Ursicino Queiroz","BA","PFL",436,,,,,,,,
"776",74645,,,"Ademir Lucas","",,436,,,,,,,,
"777",74646,,,"Aecio Neves","MG","PSDB",436,,,,,,,,
"778",74647,,,"Antônio Do Valle Ramos","MG","PMDB",436,,,,,,,,
"779",74648,1075044.57,"RECURSOS DE PESSOAS JURÍDICAS","Aracely De Paula","MG","PR",199,6092294.37,2,1075044.57,3100104,1271,,1,""
"780",74650,1688553.32,"RECURSOS PRÓPRIOS","Bonifácio De Andrada","MG","PSDB",72,15442217.66,11,1688218.33,3100104,2,,1,""
"781",74651,2026224.78,"RECURSOS PRÓPRIOS","Carlos Melles","MG","DEM",173,6653426.43,11,2025598.67,3100203,10,0.0054757015742642,1,"Secretário de Estado"
"782",74652,,,"Carlos Eduardo Venturelli Mosconi","MG","PSDB",436,,,,,,,,
"783",74654,,,"Danilo De Castro","MG","PSDB",436,,,,,,,,
"784",74655,344972.92,"RECURSOS DE PESSOAS JURÍDICAS","Eduardo Barbosa","MG","PSDB",196,1311329.27,12,344972.92,3100104,55,,1,""
"785",74656,,,"Elias Murad","",,436,,,,,,,,
"786",74657,,,"Eliseu Resende","MG","PFL",436,,,,,,,,
"787",74658,,,"Fernando Diniz","MG","PMDB",399,,,,,,2.4558521560575,1,"Falecimento"
"788",74659,,,"Genesio Bernardino","MG","PMDB",436,,,,,,,,
"789",74660,,,"Herculano Anghinetti","MG","PSDB",436,,,,,,,,
"790",74661,,,"Hugo Rodrigues Da Cunha","",,436,,,,,,,,
"791",74662,736227.45,"RECURSOS DE PESSOAS FÍSICAS","Humberto Souto","MG","PPS",308,6399179.89,11,736207.77,3100203,4,,1,""
"792",74663,,,"Ibrahim Abi-Ackel","MG","PPB",436,,,,,,,,
"793",74665,993856.84,"RECURSOS DE PESSOAS FÍSICAS","Jaime Martins","MG","PSD",9,4457654.54,11,993367.01,3100203,414,,1,""
"794",74666,,,"Jair Siqueira","",,436,,,,,,,,
"795",74667,,,"João Domingos Fassarella","MG","PT",436,,,,,,,,
"796",74668,,,"Walfrido Mares Guia","MG","PTB",436,,,,,,,,
"797",74669,,,"José Perrella De Oliveira Costa","MG","PFL",436,,,,,,,,
"798",74670,,,"José Carlos Fonseca Jr.","ES","PFL",436,,,,,,,,
"799",74671,,,"José Carlos Elias","ES","PTB",436,,,,,,,,
"800",74672,,,"Magno Pereira Malta","ES","PTB",436,,,,,,,,
"801",74673,197350,"RECURSOS PRÓPRIOS","Max Freitas Mauro","ES","PTB",436,887672.31,11,197306.73,3200102,324,,,
"802",74674,,,"Ricardo De Rezende Ferraço","ES","PSDB",436,,,,,,,,
"803",74675,,,"Almerinda De Carvalho","RJ","PPB",436,,,,,,,,
"804",74676,,,"Carlos Alberto Rodrigues Pinto","RJ","PFL",436,,,,,,,,
"805",74677,,,"Cornélio Ribeiro","RJ","PSB",436,,,,,,,,
"806",74678,,,"José Maurício Rodrigues Garcia","RJ","PSDB",436,,,,,,,,
"807",74679,,,"Dino Fernandes","RJ","PPB",436,,,,,,,,
"808",74680,,,"Heleno Augusto De Lima","RJ","PSDB",436,,,,,,,,
"809",74681,,,"Luiz Ribeiro","RJ","PSDB",436,,,,,,,,
"810",74682,,,"Eber Silva","RJ","PL",436,,,,,,,,
"811",74683,,,"Eduardo Da Costa Paes","RJ","PFL",436,,,,,,,,
"812",74684,,,"Iédio Rosa Da Silva","RJ","PMDB",436,,,,,,,,
"813",74685,,,"João Sampaio","RJ","PDT",436,,,,,,,,
"814",74686,1569742.5,"RECURSOS DE OUTROS CANDIDATOS/COMITÊS","Jorge Bittar","RJ","PT",24,1001563,11,1569742.5,3300100,13,,2,"Secretário de Prefeitura de Capital"
"815",74687,,,"Luisinho","RJ","PPB",436,,,,,,,,
"816",74688,2325188.25,"RECURSOS DE OUTROS CANDIDATOS/COMITÊS","Luiz Sérgio","RJ","PT",35,2522850,11,2323716.06,3300100,5409,,2,"Ministro de Estado"
"817",74689,,,"Mattos Nascimento","","PST",436,,,,,,,,
"818",74690,,,"Miriam Reid","RJ","PSB",436,,,,,,,,
"819",74691,,,"Valdeci Paiva","RJ","PSL",436,,,,,,,,
"820",74692,,,"Paulo César Baltazar Da Nóbrega","RJ","PSB",436,,,,,,,,
"821",74693,1943884.67,"RECURSOS DE PESSOAS JURÍDICAS","Rodrigo Maia","RJ","DEM",305,878116,11,1936582.99,3300100,29,,1,""
"822",74694,186000,"RECURSOS DE PESSOAS JURÍDICAS","Vivaldo Vieira Barbosa","RJ","PDT",436,2777994,11,179630.5,3300100,14,,,
"823",74695,,,"Wanderley Martins","RJ","PSB",436,,,,,,,,
"824",74696,2676676.84,"RECURSOS DE PESSOAS JURÍDICAS","Alberto Mourão","SP","PSDB",0,18959163.04,18,2676676.84,3500105,4,1.69199178644764,2,"Afastamento"
"825",74697,,,"Aloizio Mercadante","SP","PT",436,,,,,,,,
"826",74698,,,"André Benassi","",,436,,,,,,,,
"827",74699,,,"Angela Moraes Guadagnin","SP","PT",436,,,,,,,,
"828",74700,,,"Fleury","SP","PTB",436,,,,,,,,
"829",74701,,,"Antonio Palocci","SP","PT",196,,,,,,3.91512662559891,1,"Ministro de Estado"
"830",74702,,,"Vandeval Lima Dos Santos","SP","PTB",436,,,,,,,,
"831",74703,,,"Celso Antonio Giglio","SP","PTB",436,,,,,,,,
"832",74704,,,"Emerson Kapaz","SP","PPS",436,,,,,,,,
"833",74705,,,"Evilásio Cavalcante De Farias","SP","PSB",436,,,,,,,,
"834",74740,,,"José Rezende","",,436,,,,,,,,
"835",74741,,,"José Santana De Vasconcellos","MG","PR",334,,,,,,3.99726214921287,1,"Término da Legislatura"
"836",74742,1272935.51,"RECURSOS DE PESSOAS FÍSICAS","Lael Varella","MG","DEM",399,11670583.94,12,1272935.51,3100302,1805,,1,""
"837",74744,1108344.8,"RECURSOS DE PESSOAS FÍSICAS","Marcio Reinaldo Moreira","MG","PP",10,4637271.69,11,1108344.8,3100203,5,1.91649555099247,1,"Renúncia"
"838",74745,508812.84,"RECURSOS DE OUTROS CANDIDATOS/COMITÊS","Marcos Lima","MG","PMDB",0,11947561.39,12,508812.84,3100807,54,2.06707734428474,1,"Término da Legislatura"
"839",74746,,,"Maria Elvira Salles Ferreira","MG","PMDB",436,,,,,,,,
"840",74747,544190,"RECURSOS DE PESSOAS FÍSICAS","Mário De Oliveira","MG","PSC",205,1210973.91,19,544241.99,3100104,1,1.43463381245722,4,"Licença Conjunta Consecutiva"
"841",74749,1168905,"RECURSOS DE PESSOAS JURÍDICAS","Mauro Lopes","MG","PMDB",63,6552241.27,11,1168893.85,3100203,24,,1,""
"842",74750,2462342.03,"RECURSOS DE PESSOAS FÍSICAS","Newton Cardoso","MG","PMDB",67,81247198.08,11,2462313.82,3100104,3,,1,""
"843",74751,515849.33,"RECURSOS PRÓPRIOS","Nilmário Miranda","MG","PT",0,534296,11,515849.33,3100104,2,,1,""
"844",74752,,,"Odelmo Leão Carneiro Sobrinho","MG","PPB",436,,,,,,,,
"845",74753,,,"Osmânio Pereira","MG","PSDB",436,,,,,,,,
"846",74754,1006058.52,"RECURSOS DE PESSOAS JURÍDICAS","Paulo Delgado","MG","PT",422,1391056.99,11,1006057.77,3100104,2,1.4154688569473,1,"Término da Legislatura"
"847",74756,,,"Philemon Rodrigues","PB","PTB",436,,,,,,,,
"848",74758,,,"Roberto Brant","MG","PFL",436,,,,,,,,
"849",74759,,,"Romel Anizio","MG","PPB",436,,,,,,,,
"850",74760,,,"Ronaldo Perim","MG","PMDB",436,,,,,,,,
