"","id_deputado","receita_total_eleicoes","tipo_receita","nome_parlamentar","uf","partido_atual","profissao","total_bens","tipo_bem","total_despesas_eleicoes","id_municipio","votos","anos","mandatos","causa_fimdescr"
"851",74762,2469787.17,"RECURSOS DE OUTROS CANDIDATOS/COMITÊS","Saraiva Felipe","MG","PMDB",133,4928422.69,11,2468478.67,3100203,75,,1,""
"852",74763,339993.5,"RECURSOS DE PESSOAS FÍSICAS","Sérgio Miranda De Matos Brito","MG","PCDOB",436,756415.36,11,339309.37,3100203,9,,,
"853",74765,704722.16,"RECURSOS DE PARTIDO POLÍTICO","Silas Brasileiro","MG","PMDB",323,11201482.73,11,704722.06,3100104,24,,1,""
"854",74767,,,"Tilden José Santiago","MG","PT",436,,,,,,,,
"855",74768,,,"Vittorio Medioli","MG","PSDB",436,,,,,,,,
"856",74769,,,"Zaire Rezende","",,436,,,,,,,,
"857",74771,,,"João Miguel Feu Rosa","ES","PSDB",436,,,,,,,,
"858",74772,,,"João Carlos Coser","ES","PT",436,,,,,,,,
"859",74774,,,"Luiz Buaiz","",,436,,,,,,,,
"860",74775,,,"Luiz Durao","ES","PDT",436,,,,,,,,
"861",74776,,,"Nilton Gomes Oliveira","ES","PPB",436,,,,,,,,
"862",74777,,,"Rita Camata","ES","PSDB",271,,,,,,3.99726214921287,1,"Término da Legislatura"
"863",74778,,,"Gilberto Kassab","SP","PFL",436,,,,,,,,
"864",74779,,,"Dr. Hélio","SP","PDT",436,,,,,,,,
"865",74780,154401.74,"RECURSOS DE OUTROS CANDIDATOS/COMITÊS","Iara Bernardi","SP","PT",150,651094.85,12,154274.96,3500105,2,,1,""
"866",74781,,,"João Herrmann","SP","PDT",36,,,,,,0.262833675564682,1,"Falecimento"
"867",74782,,,"Jose Dirceu","SP","PT",436,,,,,,,,
"868",74783,1704551.67,"RECURSOS DE PESSOAS JURÍDICAS","Julio Semeghini","SP","PSDB",24,3422173.52,11,1703622.07,3500105,14,0.0027378507871321,1,"Secretário de Estado"
"869",74784,249005,"RECURSOS DE PESSOAS FÍSICAS","Luiza Erundina","SP","PSB",59,2006754.13,11,245895.77,3500105,15,,1,""
"870",74785,,,"Marcos Cintra Cavalcanti De Albuquerque","SP","PL",436,,,,,,,,
"871",74786,582508.08,"RECURSOS DE PESSOAS FÍSICAS","Luiz Antonio De Medeiros Neto","SP","PFL",436,355670.11,21,582508.08,3500105,11,,,
"872",74787,1070531.64,"RECURSOS DE PESSOAS FÍSICAS","Milton Monti","SP","PR",45,2594318.72,11,1070405.74,3500105,2,,1,""
"873",74788,,,"Moreira Ferreira E Outros","SP","PFL",436,,,,,,,,
"874",74789,,,"Nello Rodolpho Giongo Filho","SP","PPB",436,,,,,,,,
"875",74790,72880,"RECURSOS PRÓPRIOS","Rubeneuton Oliveira Lima","SP","PDT",436,2126128.66,2,72880,3500105,2,,,
"876",74791,,,"Paulo Kobayashi","SP","PSDB",436,,,,,,,,
"877",74792,,,"Luiz Carlos Da Silva","SP","PT",436,,,,,,,,
"878",74793,3020241.78,"RECURSOS DE PESSOAS FÍSICAS","Ricardo Berzoini","SP","PT",305,1596455,12,3023441.73,3500105,12,,1,""
"879",74794,,,"Jose Roberto Batochio","SP","PDT",436,,,,,,,,
"880",74795,,,"Rubens Furlan","SP","PPS",436,,,,,,,,
"881",74796,,,"Sampaio Dória","SP","PSDB",436,,,,,,,,
"882",74797,,,"Xico Graziano","SP","PSDB",436,,,,,,,,
"883",74798,,,"José Índio","SP","PMDB",436,,,,,,,,
"884",74799,,,"Celcita Pinheiro","MT","DEM",150,,,,,,0.0574948665297741,1,"Término da Legislatura"
"885",74800,,,"Laudnir Lino","MT","PSDB",436,,,,,,,,
"886",74801,,,"Wilson Pereira Dos Santos","MT","PMDB",436,,,,,,,,
"887",74802,1311722.93,"RECURSOS PRÓPRIOS","Magela","DF","PT",305,3510822,11,1311269.93,530010,2510,0.331279945242984,5,"Secretário de Estado"
"888",74803,,,"Maria De Lourdes Abadia","DF","PSDB",436,,,,,,,,
"889",74804,,,"Paulo Octavio","DF","PTB",436,,,,,,,,
"890",74805,,,"Pedro Celso","DF","PT",436,,,,,,,,
"891",74806,,,"Tadeu Filippelli","DF","PMDB",58,,,,,,3.91238877481177,1,"Renúncia"
"892",74807,,,"Euler Lázaro De Morais","GO","PMDB",436,,,,,,,,
"893",74808,,,"Geovan Freitas","GO","PMDB",436,,,,,,,,
"894",74809,,,"Juquinha","GO","PL",436,,,,,,,,
"895",74810,,,"Luiz Bittencourt","GO","PMDB",51,,,,,,3.99726214921287,1,"Término da Legislatura"
"896",74811,,,"Norberto Teixeira","GO","PMDB",436,,,,,,,,
"897",74812,1258679.26,"RECURSOS DE PESSOAS FÍSICAS","Pedro Chaves","GO","PMDB",201,1098886.03,11,1258679.26,5200050,12,,1,""
"898",74813,2771075.5,"RECURSOS DE PESSOAS JURÍDICAS","Ronaldo Caiado","GO","DEM",221,8270772.62,19,2771075.5,5200050,159,,1,""
"899",74814,,,"Eurídio Ben-Hur Ferreira","MS","PT",436,,,,,,,,
"900",74828,,,"Aldir Cabral","RJ","PFL",436,,,,,,,,
"901",74829,749411.28,"RECURSOS DE OUTROS CANDIDATOS/COMITÊS","Alexandre Cardoso","RJ","PSB",196,4299963.34,2,748844.83,3300100,28,0.553045859000684,2,"Secretário de Estado"
"902",74830,1461452.4,"RECURSOS DE PESSOAS JURÍDICAS","Alexandre Santos","RJ","PMDB",399,1791333.93,12,1461311.23,3300100,47,,1,""
"903",74833,537500,"RECURSOS PRÓPRIOS","Arolde De Oliveira","RJ","PSD",152,6823942.35,2,537194.2,3300100,70,,1,""
"904",74834,,,"Candinho Mattos","",,436,,,,,,,,
"905",74835,211777,"RECURSOS DE OUTROS CANDIDATOS/COMITÊS","Carlos Santana","RJ","PT",412,606999,13,211686.67,3300100,108,3.99726214921287,1,"Término da Legislatura"
"906",74838,1660066.92,"RECURSOS DE PESSOAS FÍSICAS","Edson Ezequiel","RJ","PMDB",175,755948.96,12,1659306.71,3300100,3,,1,""
"907",74840,,,"Eurico Miranda","RJ","PPB",436,,,,,,,,
"908",74841,,,"Fernando Gabeira","RJ","PV",271,,,,,,3.99726214921287,1,"Término da Legislatura"
"909",74842,85000,"RECURSOS DE OUTROS CANDIDATOS/COMITÊS","Fernando Gonçalves","RJ","PTB",196,,,,3300100,3,0.49555099247091,1,"Afastamento"
"910",74843,269831.95,"RECURSOS DE PESSOAS FÍSICAS","Fernando Lopes","RJ","PMDB",76,992477.03,19,259539.32,3300100,68,,3,"Afastamento"
"911",74844,,,"Francisco Dornelles","RJ","PP",436,,,,,,,,
"912",74845,,,"Francisco Silva","RJ","PP",436,,,,,,,,
"913",74846,,,"Itamar Serpa","RJ","PSDB",436,,,,,,,,
"914",74847,196379.86,"RECURSOS PRÓPRIOS","Jair Bolsonaro","RJ","PP",77,1650315.46,11,196369.38,3300100,170,,1,""
"915",74848,1830098.75,"RECURSOS DE PESSOAS FÍSICAS","Jandira Feghali","RJ","PCDOB",361,692806,11,1829908.28,3300100,71,,1,""
"916",74849,,,"João Ricardo Mendes","RJ","PPB",436,,,,,,,,
"917",74850,,,"Jorge Wilson De Matos","RJ","PMDB",436,,,,,,,,
"918",74851,,,"José Carlos Pires Coutinho","RJ","PFL",436,,,,,,,,
"919",74852,,,"Jose Carlos Lacerda","",,436,,,,,,,,
"920",74853,,,"Jose Egydio","RJ","PL",436,,,,,,,,
"921",74856,586897.29,"RECURSOS DE PESSOAS FÍSICAS","Maria Laura Monteza De Souza Carneiro","RJ","PFL",436,2185784.63,11,586897.29,3300100,14,,,
"922",74858,,,"Lindberg Farias","RJ","PT",436,,,,,,,,
"923",74860,,,"Marcio Fortes","RJ","PSDB",436,,,,,,,,
"924",74861,,,"Jorge Milton Temer","RJ","PT",436,,,,,,,,
"925",74862,944749.46,"RECURSOS PRÓPRIOS","Miro Teixeira","RJ","PROS",199,763874.83,21,944407.11,3300100,29,,1,""
"926",74863,,,"Moreira Franco","RJ","PMDB",436,,,,,,,,
"927",75431,852125.09,"RECURSOS PRÓPRIOS","Maurício Dziedricki","RS","PTB",0,1365062.06,14,852125.09,4300034,206,0.0191649555099247,1,"Secretário de Estado"
"928",76287,245069.86,"RECURSOS DE OUTROS CANDIDATOS/COMITÊS","Marcelo Matos","RJ","PDT",399,383562,21,245069.86,3300100,846,,1,""
"929",76420,1149038.48,"RECURSOS DE PESSOAS FÍSICAS","Rui Palmeira","AL","PSDB",0,1211506.54,11,1149038.48,2700102,301,1.57700205338809,2,"Licença Conjunta Consecutiva"
"930",77701,,,"Jackson Barreto","SE","PMDB",199,,,,,,3.91238877481177,1,"Renúncia"
"931",80920,773206.5,"RECURSOS DE PESSOAS FÍSICAS","Penna","SP","PV",197,201882,21,769922.77,3500105,9,,1,""
"932",81232,1769867.94,"RECURSOS DE PESSOAS JURÍDICAS","Irajá Abreu","TO","PSD",312,2118125.95,11,1760535.46,1700251,89,,2,"Secretário de Estado"
"933",81512,140497.54,"RECURSOS DE PESSOAS FÍSICAS","Luciana Costa","SP","PR",38,1569956.78,12,140497.54,3500105,5,3.73442847364819,1,"Término da Legislatura"
"934",86634,,,"Fredo Junior","DF","PCDOB",0,,,,,,0.0520191649555099,1,"Término da Legislatura"
"935",88950,2737059.72,"DESCRIÇÃO DAS DOAÇÕES RELATIVAS À COMERCIALIZAÇÃO","Rodrigo Garcia","SP","DEM",0,5815433.34,11,2735402.86,3500105,82,0.328542094455852,2,"Secretário de Estado"
"936",89282,143800,"RECURSOS DE PESSOAS FÍSICAS","Reguffe","DF","PDT",240,2489846.66,11,120460.39,530010,31681,,1,""
"937",92355,510512.9,"RECURSOS PRÓPRIOS","Vitor Paulo","RJ","PRB",149,775759.6,19,510402.96,3300100,615,,1,""
"938",92776,212640,"RECURSOS DE PESSOAS FÍSICAS","Stefano Aguiar","MG","PSB",0,2777865.03,19,212373.37,3100104,57,,4,"Afastamento"
"939",94931,317075.27,"RECURSOS DE OUTROS CANDIDATOS/COMITÊS","Lucio Vieira Lima","BA","PMDB",401,8305351.77,11,316999.43,290170,115,,1,""
"940",97822,687903.54,"RECURSOS DE OUTROS CANDIDATOS/COMITÊS","Jaqueline Roriz","DF","PMN",314,4021209.47,12,687903.54,530010,1963,,1,""
"941",99654,245703.04,"RECURSOS DE PESSOAS FÍSICAS","Erivelton Santana","BA","PSC",84,234448,61,245700,290170,16,,1,""
"942",104254,1303115.06,"DESCRIÇÃO DAS DOAÇÕES RELATIVAS À COMERCIALIZAÇÃO","Rui Costa","BA","PT",213,922988.56,11,1302714.02,290170,258,0.92539356605065,1,"Secretário de Estado"
"943",109152,3746851.18,"RECURSOS DE PESSOAS JURÍDICAS","Bernardo Santana De Vasconcellos","MG","PR",199,2502102.15,22,3739069.99,3100203,10,,1,""
"944",109372,1489549.85,"RECURSOS DE OUTROS CANDIDATOS/COMITÊS","Paulo Ferreira","RS","PT",0,593985.02,19,1489549.85,4300034,2,,1,""
"945",114586,116050,"RECURSOS DE PESSOAS FÍSICAS","Cristiano","RJ","PTDOB",47,283267,32,116050,3300100,5,0.525667351129363,1,"Afastamento"
"946",116663,455938.13,"RECURSOS DE PESSOAS FÍSICAS","Alfredo Sirkis","RJ","PSB",271,2151150.17,31,455612.71,3300100,43,,1,""
"947",118384,771906.43,"RECURSOS DE PESSOAS FÍSICAS","Dr. Carlos Alberto","RJ","PMN",0,8718070.04,11,765759.51,3300100,8,,2,"Afastamento"
"948",121759,497874.71,"RECURSOS PRÓPRIOS","Marllos Sampaio","PI","PMDB",370,581864.7,41,497874.71,220095,17,,1,""
"949",122158,1476788,"RECURSOS DE PESSOAS JURÍDICAS","Pedro Paulo","RJ","PMDB",45,1544155.33,11,1476665.13,3300100,25,0.438056125941136,7,"Secretário de Estado"
"950",122195,333038.56,"RECURSOS PRÓPRIOS","Leonardo Gadelha","PB","PSC",0,1199174.12,11,333023.36,251640,1,,1,""
"951",123756,430291.92,"RECURSOS DE PESSOAS JURÍDICAS","Antônia Lúcia","AC","PSC",45,2432247,11,430282.95,1200013,447,,1,""
"952",128760,130150.24,"RECURSOS DE PESSOAS FÍSICAS","Paulo Marinho Junior","MA","PMDB",0,1816874.48,13,130141.73,2100055,45,0.314852840520192,1,"Afastamento"
"953",129037,3054764.81,"RECURSOS DE PESSOAS FÍSICAS","Gabriel Guimarães","MG","PT",199,1336887.11,15,2989732.12,3100203,16,,1,""
"954",129617,,,"Amador Tut","MT","PL",436,,,,,,,,
"955",129618,276775,"RECURSOS PRÓPRIOS","Gorete Pereira","CE","PR",348,4936141.52,11,276775,2300101,53,,1,""
"956",131873,,,"Carlos Wilson","PE","PT",227,,,,,,2.19028062970568,1,"Falecimento"
"957",132056,803339.08,"RECURSOS DE PESSOAS FÍSICAS","Paulo Maluf","SP","PP",118,44896455.96,1,803339.08,3500105,231,,1,""
"958",133370,,,"Walter Barelli","SP","PSDB",436,,,,,,,,
"959",133371,,,"Antenor Naspolini","CE","PSDB",436,,,,,,,,
"960",133372,804995.65,"RECURSOS PRÓPRIOS","Natan Donadon","RO","S.PART.",431,1849876.99,12,804975.67,1100015,285,2.57357973990418,1,"Afastamento"
"961",133373,1479549.5,"RECURSOS PRÓPRIOS","Marco Maia","RS","PT",405,742359.52,12,1479549.5,4300034,1,,1,""
"962",133374,1116954.57,"RECURSOS DE PESSOAS FÍSICAS","Ademir Camilo","MG","PROS",329,2775079.23,12,1116259.51,3100104,3,,1,""
"963",133375,,,"Edinho Montemor","SP","PSB",199,,,,,,0.0711841204654346,1,"Término da Legislatura"
"964",133376,,,"Jair De Oliveira","ES","PMDB",436,,,,,,,,
"965",133377,,,"André Costa","RJ","PDT",436,,,,3300159,1,,,
"966",133439,407957.5,"RECURSOS PRÓPRIOS","André Figueiredo","CE","PDT",13,3874879.63,11,407957.5,2300101,27,,1,""
"967",133440,,,"Ana Alencar","TO","PSDB",436,,,,,,,,
"968",133658,,,"Capitão Wayne","GO","PSDB",436,,,,,,,,
"969",133853,,,"Ibsen Pinheiro","RS","PMDB",273,,,,,,3.99726214921287,1,"Término da Legislatura"
"970",134115,,,"Ana Guerra","MG","PT",436,,,,,,,,
"971",134116,,,"Thaís Barbosa","MT","PMDB",436,,,,,,,,
"972",134893,,,"Vitorassi","PR","PT",436,,,,,,,,
"973",135476,,,"Jorge Vi","AL","PSDB",436,,,,,,,,
"974",136226,,,"Alexandre Maia","MG","PMDB",436,,,,,,,,
"975",136377,,,"Fernando Estima","SP","PPS",436,,,,,,,,
"976",136811,656026.5,"RECURSOS PRÓPRIOS","Afonso Hamm","RS","PP",36,1590101.52,11,655513.28,4300034,933,,1,""
"977",137116,,,"Cláudio Rorato","PR","PMDB",436,,,,,,,,
"978",137578,,,"Fred Kohler","RJ","PMDB",436,,,,,,,,
"979",137759,,,"Vicente Chelotti","DF","PMDB",436,,,,,,,,
"980",137983,1263641,"RECURSOS PRÓPRIOS","Francisco Escórcio","MA","PMDB",399,28870841,12,1263641,2100055,2117,,1,""
"981",138512,,,"Irineu Rodrigues","PR","PPS",436,,,,,,,,
"982",139133,,,"Alceni Guerra","PR","DEM",196,,,,,,2.93771389459274,4,"Secretário de Estado"
"983",139187,960235.06,"RECURSOS DE OUTROS CANDIDATOS/COMITÊS","Edmilson Valentim","RJ","PCDOB",347,777849.95,11,960235.06,3300100,24,3.99726214921287,1,"Término da Legislatura"
"984",139212,,,"Francisco Rossi","SP","PMDB",146,,,,,,3.46064339493498,2,"Licença Conjunta Consecutiva"
"985",139285,,,"Lídice Da Mata","BA","PSB",45,,,,,,3.99726214921287,1,"Término da Legislatura"
"986",139311,398610.23,"RECURSOS PRÓPRIOS","Moises Avelino","TO","PMDB",247,12554300.32,2,398610.23,1700251,69,3.99726214921287,1,"Término da Legislatura"
"987",140241,,,"Ricardo Santos","ES","PSDB",436,,,,,,,,
"988",141057,1018933.45,"RECURSOS DE PARTIDO POLÍTICO","Cláudio Diaz","RS","PSDB",224,2026406,11,1018933.45,4300034,152,3.98357289527721,1,"Término da Legislatura"
"989",141331,,,"Carlos Lapa","PE","PSB",436,,,,,,,,
"990",141334,,,"Clóvis Corrêa","PE","PSB",436,,,,,,,,
"991",141335,652180.13,"RECURSOS DE OUTROS CANDIDATOS/COMITÊS","Beto Faro","PA","PT",106,930256,13,652180.13,150475,18,,1,""
"992",141336,134312.31,"RECURSOS PRÓPRIOS","Charles Lucena","PE","PTB",143,,,134312.31,260545,4,1.79876796714579,1,"Término da Legislatura"
"993",141344,710727.83,"RECURSOS DE PARTIDO POLÍTICO","Fernando Chucre","SP","PSDB",166,1440051.19,13,710719.1,3500105,3,3.99726214921287,1,"Término da Legislatura"
"994",141371,496654.78,"RECURSOS DE PESSOAS FÍSICAS","Dr. Adilson Soares","RJ","PR",199,1787859.32,11,496654.78,3300100,253,,1,""
"995",141372,1590582.2,"RECURSOS DE PESSOAS JURÍDICAS","Aelton Freitas","MG","PR",182,8155192.98,2,1588220.87,3100104,1017,,1,""
"996",141373,,,"Albano Franco","SE","PSDB",267,,,,,,3.99726214921287,1,"Término da Legislatura"
"997",141374,2905877.68,"RECURSOS DE PESSOAS FÍSICAS","Alexandre Silveira","MG","PSD",155,3362494.91,11,2902386.93,3100104,1,0.0301163586584531,2,"Secretário de Estado"
"998",141375,2378850.91,"RECURSOS DE PESSOAS JURÍDICAS","Aline Corrêa","SP","PP",60,2948823.72,29,2378850.91,3500105,2,,1,""
"999",141376,,,"Bel Mesquita","PA","PMDB",270,,,,,,3.99726214921287,1,"Término da Legislatura"
"1000",141377,1512882,"RECURSOS DE PESSOAS JURÍDICAS","Ana Arraes","PE","PSB",199,3188953.93,11,1512579.43,260545,205,0.714579055441478,1,"Renúncia"
"1001",141378,1362016.87,"DESCRIÇÃO DAS DOAÇÕES RELATIVAS À COMERCIALIZAÇÃO","Andre Vargas","PR","PT",160,2975971.54,12,1362016.87,4100103,199,,1,""
"1002",141379,472011.77,"RECURSOS DE PESSOAS FÍSICAS","Andreia Zito","RJ","PSDB",99,3494954.24,1,472011.77,3300100,38,,1,""
"1003",141380,,,"Angela Portela","RR","PT",150,,,,,,3.99726214921287,1,"Término da Legislatura"
"1004",141381,907340.36,"RECURSOS DE PESSOAS FÍSICAS","Angelo Vanhoni","PR","PT",305,1421940.17,11,916320.4,4100202,27,,1,""
"1005",141382,441597.11,"RECURSOS PRÓPRIOS","Tonha Magalhães","BA","PR",160,1949081.41,12,441595.26,290510,16,3.99726214921287,1,"Término da Legislatura"
"1006",141383,408429,"RECURSOS PRÓPRIOS","Antonio Bulhões","SP","PRB",234,4813635.22,21,408382.85,3500204,6,,1,""
"1007",141384,362223.12,"RECURSOS DE OUTROS CANDIDATOS/COMITÊS","Valadares Filho","SE","PSB",40,769650,11,366827.13,2800100,477,,1,""
"1008",141385,2088177.76,"RECURSOS DE PESSOAS JURÍDICAS","Duarte Nogueira","SP","PSDB",31,2108665.68,11,2088025.49,3500105,8,,1,""
"1009",141386,308725,"RECURSOS DE PESSOAS FÍSICAS","Eudes Xavier","CE","PT",265,945860.91,11,308701.36,2300101,1,,1,""
"1010",141387,1009196.54,"RECURSOS DE PARTIDO POLÍTICO","Antônio Andrade","MG","PMDB",164,6799595.65,11,1009196.54,3100104,93,2.11909650924025,1,"Ministro de Estado"
"1011",141388,,,"Antonio José Medeiros","PI","PT",12,,,,,,1.31690622861054,2,"Secretário de Estado"
"1012",141389,,,"Indio Da Costa","RJ","DEM",199,,,,,,3.99726214921287,1,"Término da Legislatura"
"1013",141390,750736.32,"RECURSOS DE PESSOAS JURÍDICAS","Antônio Roberto","MG","PV",200,2196308.44,11,750736.32,3100104,2,,1,""
"1014",141391,2763217.61,"RECURSOS DE PARTIDO POLÍTICO","Arnaldo Jardim","SP","PPS",114,5078277.62,11,2730165.09,3500303,936,,1,""
"1015",141392,,,"Arnaldo Vianna","RJ","PDT",196,,,,,,3.99726214921287,1,"Término da Legislatura"
"1016",141393,480876.18,"RECURSOS DE PESSOAS JURÍDICAS","Bruno Rodrigues","PE","PSDB",399,900342,21,480876.18,260545,2,3.99726214921287,1,"Término da Legislatura"
"1017",141394,1770000,"RECURSOS DE PESSOAS JURÍDICAS","Bruno Araújo","PE","PSDB",199,1672023.04,12,1670000,2600054,228,,1,""
"1018",141395,1972738.18,"RECURSOS DE PESSOAS JURÍDICAS","Camilo Cola","ES","PMDB",0,3400996.32,21,1972697.62,3200102,85,,3,"Afastamento"
"1019",141396,4743205.3,"RECURSOS DE PESSOAS FÍSICAS","Cândido Vaccarezza","SP","PT",311,1951660.43,19,4742689.68,3500105,99,,1,""
"1020",141397,,,"Carlos Alberto Canuto","AL","PSC",367,,,,,,3.99726214921287,1,"Término da Legislatura"
"1021",141398,3939222.91,"RECURSOS DE PESSOAS FÍSICAS","Carlos Zarattini","SP","PT",45,943734.05,11,3939220.28,3500303,57,,1,""
"1022",141399,643938.02,"RECURSOS DE PESSOAS JURÍDICAS","Brizola Neto","RJ","PDT",0,695535.31,21,643796.53,3300100,48,1.09787816563997,2,"Afastamento"
"1023",141400,884983.48,"DESCRIÇÃO DAS DOAÇÕES RELATIVAS À COMERCIALIZAÇÃO","Vieira Da Cunha","RS","PDT",218,2151689,11,925344.37,4300034,2,,1,""
"1024",141401,2484575,"RECURSOS DE PESSOAS JURÍDICAS","Carlos Bezerra","MT","PMDB",103,6331620.92,11,2793017.56,510452,24,,2,"Licença Conjunta Consecutiva"
"1025",141402,181310.8,"RECURSOS DE OUTROS CANDIDATOS/COMITÊS","Carlos Brandão","MA","PSDB",378,1705419.85,13,181310.8,2100055,30,,2,"Licença Conjunta Consecutiva"
"1026",141403,2387504.67,"RECURSOS DE PESSOAS JURÍDICAS","Ratinho Junior","PR","PSC",435,3212447.97,12,2387504.67,4100103,69,1.68651608487337,2,"Licença Conjunta Consecutiva"
"1027",141404,,,"Cassio Taniguchi","PR","DEM",24,,,,,,1.09240246406571,4,"Secretário de Estado"
"1028",141405,561834.06,"RECURSOS DE PARTIDO POLÍTICO","Celso Maldaner","SC","PMDB",353,5409566.92,13,561344.18,4200051,690,,1,""
"1029",141406,,,"Ciro Gomes","CE","PSB",72,,,,,,3.99726214921287,1,"Término da Legislatura"
"1030",141407,,,"Ciro Pedrosa","MG","PV",369,,,,,,3.99726214921287,1,"Término da Legislatura"
"1031",141408,336070,"RECURSOS PRÓPRIOS","Cleber Verde","MA","PRB",293,2956900.74,11,336070,2100055,728,,2,"Licença Conjunta Consecutiva"
"1032",141409,,,"Clodovil Hernandes","SP","PR",362,,,,,,2.92676249144422,2,"Licença para Tratamento de Saúde"
"1033",141410,,,"Cristiano Matheus","AL","PMDB",372,,,,,,1.91649555099247,1,"Renúncia"
"1034",141411,,,"Dagoberto","MS","PDT",22,,,,,,3.99726214921287,1,"Término da Legislatura"
"1035",141412,638360,"RECURSOS DE PESSOAS JURÍDICAS","Davi Alves Silva Júnior","MA","PR",0,282981,61,637658.6,2100055,1467,,1,""
"1036",141413,946021.91,"RECURSOS DE PESSOAS FÍSICAS","Décio Lima","SC","PT",418,2757418,11,946021.91,4200051,1,,1,""
"1037",141414,,,"Dr. Basegio","RS","PDT",426,,,,,,0.194387405886379,1,"Afastamento"
"1038",141415,,,"Djalma Berger","SC","PSB",91,,,,,,1.57700205338809,2,"Licença Conjunta Consecutiva"
"1039",141416,414472.42,"RECURSOS DE PESSOAS FÍSICAS","Edgar Moury","PE","PMDB",225,5058029.99,11,414472.42,260545,1,3.99726214921287,1,"Término da Legislatura"
"1040",141417,2340429.13,"RECURSOS DE PESSOAS FÍSICAS","Edio Lopes","RR","PMDB",170,1255676.6,12,2340429.13,1400027,55,,1,""
"1041",141418,3733132.82,"RECURSOS DE PESSOAS FÍSICAS","Edson Aparecido","SP","PSDB",49,1999393.55,11,3732568.67,3500105,1127,0.405201916495551,2,"Secretário de Estado"
"1042",141419,315100,"RECURSOS DE PESSOAS FÍSICAS","Edson Santos","RJ","PT",0,362416,21,310911.74,3300100,34,,1,""
"1043",141420,,,"Eduardo Amorim","SE","PSC",196,,,,,,3.99726214921287,1,"Término da Legislatura"
"1044",141421,2967166.5,"RECURSOS DE PESSOAS JURÍDICAS","Eduardo Da Fonte","PE","PP",399,1578804.6,13,2967166.5,260545,66,,1,""
"1045",141422,267380,"RECURSOS PRÓPRIOS","Efraim Filho","PB","DEM",199,2274978.4,11,267324.61,251640,633,,1,""
"1046",141423,954316.85,"RECURSOS PRÓPRIOS","Eliene Lima","MT","PSD",208,1413647,14,954189.33,510452,2,,2,"Secretário de Estado"
"1047",141424,,,"Elismar Prado","MG","PT",7,,,,,,3.99726214921287,1,"Término da Legislatura"
"1048",141425,,,"Ernandes Amorim","RO","PTB",334,,,,,,3.99726214921287,1,"Término da Legislatura"
"1049",141426,209313.71,"RECURSOS PRÓPRIOS","Eugênio Rabelo","CE","PP",327,920001,11,209225.55,2300150,15,3.99726214921287,1,"Término da Legislatura"
"1050",141427,1485978.5,"RECURSOS DE PESSOAS JURÍDICAS","Fábio Ramalho","MG","PV",399,1011620.63,21,1485978.5,3100203,416,,1,""
"1051",141428,1415087.2,"RECURSOS DE PARTIDO POLÍTICO","Fábio Faria","RN","PSD",40,3765519.69,11,1415036.47,2400109,762,,1,""
"1052",141429,1759900,"RECURSOS PRÓPRIOS","Felipe Maia","RN","DEM",199,11222669.92,2,1757014.39,2400109,117,,1,""
"1053",141430,400446.78,"RECURSOS PRÓPRIOS","Felipe Bornier","RJ","PSD",399,3978213.82,3,400330.43,3300100,10,,1,""
"1054",141431,1531600,"DESCRIÇÃO DAS DOAÇÕES RELATIVAS À COMERCIALIZAÇÃO","Fernando Coelho Filho","PE","PSB",40,2038453.09,11,1530274.72,260545,5,,1,""
"1055",141432,178370.2,"RECURSOS PRÓPRIOS","Fernando Melo","AC","PT",40,1063714,19,178370.2,1200013,539,3.99726214921287,1,"Término da Legislatura"
"1056",141433,3214625.16,"RECURSOS DE OUTROS CANDIDATOS/COMITÊS","Filipe Pereira","RJ","PSC",87,989483,19,3212179.02,3300100,467,2.06981519507187,1,"Secretário de Prefeitura de Capital"
"1057",141434,342700,"RECURSOS PRÓPRIOS","Flaviano Melo","AC","PMDB",201,1463774,11,342377.64,1200013,330,,1,""
"1058",141435,157400,"RECURSOS PRÓPRIOS","Flávio Bezerra","CE","PRB",215,1003344.48,13,157324.75,2300101,20,3.99726214921287,1,"Término da Legislatura"
"1059",141436,,,"Flávio Dino","MA","PCDOB",279,,,,,,3.99726214921287,1,"Término da Legislatura"
"1060",141437,871711.16,"RECURSOS DE PESSOAS FÍSICAS","Frank Aguiar","SP","PTB",154,5689580.91,11,871711.16,3500204,3,1.90828199863107,1,"Renúncia"
"1061",141438,321540.04,"RECURSOS DE PESSOAS FÍSICAS","Francisco Praciano","AM","PT",335,1064215.4,12,321540.04,1300029,127,,1,""
"1062",141439,1153772.5,"RECURSOS DE PESSOAS FÍSICAS","Chico D'Angelo","RJ","PT",196,743037,11,1161280.79,3300100,4,1.80150581793292,1,"Afastamento"
"1063",141440,459770.54,"RECURSOS DE PESSOAS FÍSICAS","Chico Lopes","CE","PCDOB",19,1696282,11,459764.43,2300150,64,,1,""
"1064",141441,189546.58,"RECURSOS DE PESSOAS FÍSICAS","George Hilton","MG","PRB",242,896377,12,189546.58,3100104,2,,1,""
"1065",141442,,,"Geraldo Pudim","RJ","PR",80,,,,,,3.99726214921287,1,"Término da Legislatura"
"1066",141443,,,"Germano Bonow","RS","DEM",196,,,,,,3.99726214921287,1,"Término da Legislatura"
"1067",141444,,,"Gerônimo Da Adefal","AL","PFL",371,,,,,,0.10403832991102,1,"Falecimento"
